id,location,investigation,date_of_accident,date_of_report,time_of_accident,ai_category,body_part,nature_of_injury,type_of_contact,no_of_days_lost,target_closure_date,actual_closure_date,investigation_level
781,Section 2,No,08-02-2019,08-02-19,,Road Traffic Accidents,N/A,N/A,N/A,0,,,Low
782,Section 3,Yes,11-02-2019,11-02-19,5:45:00 AM,Loss/Damage/Theft,N/A,N/A,Struck against a fixed or stationary object,0,25-02-19,19-02-18,Low
783,Section 2,No,11-02-2019,11-02-19,7:47:00 AM,Category 1 / 2 Near Miss,N/A,N/A,Other,0,,,Low
784,Section 5,No,03-01-2019,03-01-2019,,Category 1 / 2 Near Miss,N/A,N/A,N/a,0,12-02-19,,Low
785,Section 5,No,07-01-2019,07-01-2019,,Category 1 / 2 Near Miss,N/A,N/A,N/a,0,12-02-19,,Low
786,Section 5,No,08-01-2019,08-01-2019,,Category 1 / 2 Near Miss,N/A,N/A,N/a,0,12-02-19,,Low
787,Section 5,No,13-01-2019,13-01-2019,,Category 1 / 2 Near Miss,N/A,N/A,N/a,0,12-02-19,,Low
788,Section 5,No,15-01-2019,15-01-2019,,Category 1 / 2 Near Miss,N/A,N/A,N/a,0,12-02-19,,Low
789,Section 5,No,17-01-2019,17-01-19,,Category 1 / 2 Near Miss,N/A,N/A,N/a,0,12-02-19,,Low
790,Section 5,No,17-01-2019,17-01-19,,Category 1 / 2 Near Miss,N/A,N/A,N/a,0,12-02-19,,Low
791,Section 5,No,30-01-2019,30-01-19,,Category 1 / 2 Near Miss,N/A,N/A,N/a,0,12-02-19,,Low
792,Section 5,No,30-01-2019,30-01-19,,Category 1 / 2 Near Miss,N/A,N/A,N/a,0,12-02-19,,Low
793,Section 2,Yes,08-02-2019,08-02-19,3:30:00 AM,Loss/Damage/Theft,N/A,N/A,Struck against a fixed or stationary object,0,,,Low
794,Section 5,No,13-02-2019,13-02-19,1:25:00 PM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,13-02-19,13-02-19,N/A
795,Section 3,Yes,17-02-2019,18-02-19,1:30:00 PM,Loss/Damage/Theft,N/A,N/A,N/A,0,04-03-19,22-02-19,Low
796,Section 5,No,18-02-2019,18-02-19,8:00:00 AM,Loss/Damage/Theft,N/A,N/A,"Struck by a falling, flying or moving object",0,26-02-19,,N/A
797,Section 5,No,21-02-2019,21-02-19,2:30:00 PM,Utility Damage,N/A,N/A,Struck against a fixed or stationary object,0,28-02-19,27-02-19,Low
798,Section 4,No,22-02-2019,22-02-19,7:25:00 AM,Loss/Damage/Theft,N/A,N/A,Other,0,08-03-19,,Low
799,Section 2,Yes,21-02-2019,21-02-19,4:45:00 PM,Loss/Damage/Theft,N/A,N/A,Contact with moving machinery / power equipment,0,07-03-19,01-03-19,Medium
800,Section 4,No,25-02-2019,25-02-19,5:53:00 AM,Loss/Damage/Theft,N/A,N/A,N/A,0,11-03-19,25-02-19,N/A
801,Section 3,Yes,23-02-2019,23-02-19,8:40:00 AM,Utility Damage,N/A,N/A,Struck against a fixed or stationary object,0,09-03-19,28-02-19,Medium
802,Section 2,Yes,25-02-2019,25-02-19,8:35:00 AM,Category 1 / 2 Near Miss,N/A,N/A,Other,0,11-03-19,07-03-19,High
803,Section 5,No,22-02-2019,25-02-19,12:31:00 PM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,25-02-19,25-02-19,N/A
804,Section 5,No,25-02-2019,26-02-19,6:43:12 AM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,26-02-19,26-02-19,N/A
805,Section 5,No,25-02-19,25-02-19,11:47,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,26-02-19,26-02-19,N/A
806,Section 5,No,26-02-2019,26-02-19,7:54:00 AM,Category 1 / 2 Near Miss,N/A,N/A,Struck against a fixed or stationary object,0,26-02-19,26-02-19,N/A
807,Section 5,No,28-02-2019,28-02-19,2:39:00 PM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,28-02-19,28-02-19,N/A
808,Section 6,Yes,06-03-2019,06-03-19,2:00:00 PM,Injury,Head,N/A,"Struck by a falling, flying or moving object",,,20-03-19,Low
809,Section 5,No,04-03-2019,04-03-19,1:00:00 PM,Injury,Hand,Burns (thermal/chemical),Contact with hot/cold materials or surfaces,0,,,N/A
810,Section 2,No,25-02-2019,25-02-19,3:30:00 PM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,,,Low
811,Section 2,No,25-02-2019,25-02-19,6:51:00 AM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,,,Low
812,Section 5,No,04-03-2019,04-03-19,2:30:00 PM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,04-03-19,04-03-19,N/A
813,Section 5,Yes,08-03-2019,09-03-19,9:30:00 PM,Loss/Damage/Theft,N/A,N/A,Struck against a fixed or stationary object,0,22-03-19,11-03-19,Low
814,Section 2,Yes,12-03-2019,12-03-19,4:15:00 PM,Injury,Head,Concussion,Fall from height,2,,18-03-19,Medium
815,Section 3,Yes,14-03-2019,14-03-19,10:50:00 AM,Road Traffic Accidents,N/A,N/A,Struck by a moving vehicle,0,28-03-19,18-03-19,Low
816,Section 4,No,10-03-2019,10-03-19,2:25:00 PM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,,,Low
817,Section 5,No,14-03-2019,14-03-2019,10:50:00 AM,Category 1 / 2 Near Miss,N/A,N/A,Struck against a fixed or stationary object,0,14-03-19,14-03-19,N/A
818,Section 1,Yes,20-03-2019,20-03-19,12:30:00 AM,Loss/Damage/Theft,N/A,N/A,Contact with moving machinery / power equipment,0,,,Low
819,Section 2,Yes,18-03-2019,18-03-19,12:40:00 PM,Injury,Wrist,Fracture ,"Slip, trip or fall on same level",0,,,High
820,Section 4,Yes,20-03-19,21-03-19,10:25:00 AM,Injury,Head,Cut / Laceration,Fall from height,0,04-03-19,28-03-19,Medium
821,Section 4,Yes,21-03-2019,21-03-19,12:45:00 PM,Utility Damage,N/A,N/A,N/A,0,04-03-19,,Low
822,Section 5,No,21-03-2019,21-03-2019,12:00:00 PM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,21-03-19,21-03-19,N/A
823,Section 5,No,21-03-2019,21-03-2019,2:30:00 PM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,21-03-19,21-03-19,N/A
824,Section 5,No,22-03-2019,22-03-19,8:00:00 AM,Injury,Neck,Other,Other,0,,,Low
825,Section 3,No,22-03-2019,22-03-19,11:27:00 AM,Illness,Multiple injuries,Other,Other,0,29-03-19,22-03-19,N/A
826,Section 2,Yes,25-03-2019,25-03-19,4:00:00 PM,Loss/Damage/Theft,N/A,N/A,Struck against a fixed or stationary object,0,05-04-19,29-03-19,Medium
827,Section 5,No,23-03-2019,23-03-19,12:00:00 PM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,23-03-19,23-03-19,N/A
828,Section 2,No,28-03-2019,28-03-19,11:20:00 AM,Illness,Back / Buttocks,Other,N/A,0,29-03-19,29-03-19,N/A
829,Section 5,No,04-04-2019,04-04-19,6:30:00 AM,Injury,Wrist,Other,Contact with hot/cold materials or surfaces,0,,04-04-19,N/A
830,Section 5,No,26-03-2019,06-03-19,10:00:00 AM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,06-03-19,08-04-19,N/A
831,Section 5,No,30-01-2019,30-01-19,3:00:00 PM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,30-01-19,08-04-19,N/A
832,Section 5,No,26-03-2019,26-03-19,4:45:00 PM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,,08-04-19,N/A
833,Section 5,No,03-04-2019,03-04-19,7:30:00 AM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,03-04-19,08-04-19,N/A
834,Section 5,No,02-04-2019,02-04-19,9:39:00 AM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,02-04-19,08-04-19,N/A
835,Section 3,Yes,06-04-2019,06-04-19,10:00:00 AM,Loss/Damage/Theft,N/A,N/A,Struck against a fixed or stationary object,0,24-04-19,16-04-19,Low
836,Section 2,Yes,10-04-2019,10-04-19,8:00:00 AM,Loss/Damage/Theft,N/A,N/A,Struck against a fixed or stationary object,0,24-04-19,10-05-19,Low
837,Section 4,Yes,12-04-2019,12-04-19,4:00:00 PM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,26-04-19,,Low
838,Section 5,No,16-04-2019,17-04-19,4:51:00 PM,Injury,Leg,Bruise / Contusion,Struck against a fixed or stationary object,0,17-04-19,17-04-19,Low
839,Section 3,Yes,15-04-2019,15-04-19,4:55:00 PM,Loss/Damage/Theft,N/A,N/A,N/A,0,28-04-19,16-04-19,Low
840,Section 4,No,23-04-2019,23-04-19,1:15:00 PM,Loss/Damage/Theft,N/A,N/A,Struck by a moving vehicle,0,07-05-19,29-04-19,Low
841,Section 4,No,24-04-2019,24-04-19,4:30:00 PM,Loss/Damage/Theft,N/A,N/A,Other,0,08-05-19,09-05-19,Low
842,Section 5,No,24-04-2019,24-04-19,8:00:00 AM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,24-04-19,24-04-19,N/A
843,Section 4,No,26-04-2019,26-04-19,1:30:00 PM,Loss/Damage/Theft,N/A,N/A,N/A,0,10-05-19,,Low
844,Section 5,No,10-04-2019,10-04-19,9:00:00 AM,Loss/Damage/Theft,N/A,N/A,N/A,0,12-04-19,12-04-19,N/A
845,Section 3,Yes,01-05-2019,01-05-19,3:00:00 PM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,15-05-19,09-05-19,Medium
846,Section 3,Yes,02-05-2019,02-05-19,7:00:00 AM,Loss/Damage/Theft,N/A,N/A,N/A,0,16-05-19,14-05-19,Low
847,Section 2,Yes,30-04-2019,01-05-19,5:00:00 PM,Loss/Damage/Theft,N/A,N/A,Struck against a fixed or stationary object,0,,,Low
848,Section 4,No,01-05-2019,01-05-19,10:50:00 AM,Injury,Leg,Bruise / Contusion,"Slip, trip or fall on same level",0,15-05-19,03-05-19,N/A
849,Section 5,No,03-05-2019,03-05-19,2:29:00 PM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,03-05-19,03-05-19,N/A
850,Section 5,No,03-05-2019,03-05-2019,10:45:00 AM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,03-05-19,03-05-19,N/A
851,Section 4,Yes,03-05-2019,07-05-19,2:12:00 PM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,,,Low
852,Section 2,Yes,07-05-2019,07-05-19,10:30:00 AM,Injury,Hand,Bruise / Contusion,"Slip, trip or fall on same level",0,,07-05-19,Low
853,Section 6,No,16-04-2019,16-04-19,12:00:00 PM,Illness,N/A,Other,N/A,0,,24-04-19,N/A
854,Section 2,Yes,16-04-2019,16-04-19,12:00:00 PM,Loss/Damage/Theft,N/A,N/A,Struck against a fixed or stationary object,0,,23-05-19,Low
855,Section 4,Yes,09-05-2019,09-05-19,6:30:00 PM,Category 1 / 2 Near Miss,N/A,N/A,Contact with moving machinery / power equipment,0,23-05-19,21-05-19,Low
856,Section 5,No,13-05-2019,13-05-19,11:30:00 AM,Category 1 / 2 Near Miss,N/A,N/A,Other,0,13-05-19,13-05-19,N/A
857,Section 3,Yes,13-05-2019,13-05-18,11:15:00 AM,Category 1 / 2 Near Miss,N/A,N/A,"Struck by a falling, flying or moving object",0,27-05-19,24-05-19,Low
859,Section 5,No,16-05-2019,17-05-2019,7:20:00 AM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,17-05-19,16-05-19,Low
860,Section 4,Yes,16-05-2019,16-05-19,9:00:00 AM,Injury,Face,Bruise / Contusion,"Struck by a falling, flying or moving object",0,31-05-19,,Medium
861,Section 3,No,16-05-2019,16-05-19,10:00:00 AM,Illness,Leg,Bruise / Contusion,"Slip, trip or fall on same level",0,30-05-19,24-05-19,N/A
862,Section 3,Yes,16-05-2019,17-05-19,7:15:00 PM,Loss/Damage/Theft,N/A,N/A,N/A,0,30-05-19,28-05-19,Low
863,Section 4,Yes,20-05-2019,20-05-19,10:00:00 AM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,03-06-19,,Medium
864,Section 2,Yes,20-05-2019,20-05-19,4:00:00 PM,Loss/Damage/Theft,N/A,N/A,N/A,0,,,Low
865,Section 5,no,17-05-2019,,8:15:00 AM,Injury,Wrist,Sprain / Strain ,"Slip, trip or fall on same level",0,,,Low
866,Section 3,Yes,22-05-2019,22-05-19,8:45:00 AM,Loss/Damage/Theft,N/A,N/A,N/A,0,06-06-19,04-06-19,Low
867,Section 3,No,23-05-2019,23-05-19,9:00:00 AM,Illness,N/A,N/A,N/A,0,23-05-19,23-05-19,N/A
868,Section 2,No,21-05-2019,21-05-19,1:20:00 PM,Injury,Hand,Abrasion,"Slip, trip or fall on same level",0,,23-05-19,Low
869,Section 3,Yes,24-05-2019,24-05-19,10:30:00 AM,Loss/Damage/Theft,N/A,N/A,N/A,0,07-06-19,04-06-19,Low
870,Section 4,No,28-05-2019,28-05-19,8:45:00 AM,Loss/Damage/Theft,N/A,N/A,N/A,0,11-06-19,28-05-19,Low
871,Section 3,Yes,28-05-2019,28-05-19,9:00:00 AM,Loss/Damage/Theft,N/A,N/A,N/A,0,13-06-19,04-06-19,Low
872,Section 6,No,29-05-2019,29-05-19,8:25:00 AM,Loss/Damage/Theft,N/A,N/A,N/A,0,,,Low
873,Section 5,No,29-05-2019,29-05-19,8:30:00 AM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,29-05-19,29-05-19,N/A
874,Section 5,No,29-05-2019,29-05-19,7:20:00 AM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,29-05-19,29-05-19,N/A
875,Section 4,No,30-05-2019,30-05-19,9:30:00 AM,Category 1 / 2 Near Miss,Torso,N/A,Other,0,13-06-19,05-06-19,N/A
876,Section 4,No,31-05-2019,31-05-19,12:40:00 PM,Loss/Damage/Theft,N/A,N/A,N/A,0,14-06-19,12-06-19,Low
877,Section 4,No,04-06-2019,04-06-19,8:40:00 AM,Injury,Hand,Bruise / Contusion,"Slip, trip or fall on same level",0,04-06-19,04-06-19,N/A
878,Section 1,No,06-06-2019,06-06-19,12:30:00 PM,Category 1 / 2 Near Miss,N/A,N/A,Struck against a fixed or stationary object,0,,,Low
879,Section 1,No,06-06-2019,10-06-19,10:58:00 PM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,,,Low
880,Section 3,Yes,10-06-2019,10-06-19,3:00:00 PM,Utility Damage,N/A,N/A,N/A,0,24-06-19,27-06-19,Medium
881,Section 2,Yes,12-06-2019,12-06-19,11:00:00 AM,Category 1 / 2 Near Miss,N/A,N/A,,,,,High
882,Section 4,No,14-06-2019,14-06-19,2:20:00 PM,Loss/Damage/Theft,N/A,N/A,N/A,0,28-06-19,,Low
883,Section 4,No,17-06-2019,17-06-19,4:20:00 PM,Loss/Damage/Theft,N/A,N/A,N/A,0,02-07-19,12-07-19,Low
884,Section 3,Yes,20-06-2019,20-06-19,12:00:00 PM,Loss/Damage/Theft,N/A,N/A,N/A,0,04-07-19,01-07-19,Medium
885,Section 4,No,25-06-2019,26-06-19,3:30:00 PM,Injury,Hand,Fracture ,"Injured by carrying, handling or lifting",0,09-07-19,09-07-19,Low
886,Section 5,No,01-07-2019,01-07-2019,1:00:00 PM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,01-07-19,11-07-19,Low
887,Section 5,No,01-07-2019,01-07-2019,1:15:00 PM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,,03-07-19,N/A
888,Section 4,No,01-07-2019,01-07-19,2:55:00 PM,Loss/Damage/Theft,N/A,N/A,N/A,0,15-07-19,03-07-19,Low
889,Section 6,Yes,28-06-2019,28-06-19,9:30:00 AM,Utility Damage,N/A,N/A,N/A,0,05-07-19,,Low
890,Section 5,No,04-07-2019,04-07-19,12:00:00 PM,Loss/Damage/Theft,N/A,N/A,Contact with moving machinery / power equipment,0,04-07-19,04-07-19,Low
891,Section 4,No,04-07-2019,04-07-19,2:30:00 PM,Utility Damage,N/A,N/A,N/A,0,19-07-19,12-07-19,Low
892,Section 4,No,28-06-2019,05-07-19,12:00:00 PM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,18-07-19,18-07-19,N/A
893,Section 3,Yes,09-07-2019,09-07-19,9:53:00 AM,Loss/Damage/Theft,N/A,N/A,N/A,0,23-07-19,22-07-19,Low
894,Section 2,Yes,09-07-2019,09-07-19,8:00:00 AM,Loss/Damage/Theft,N/A,N/A,N/A,0,15-07-19,,Low
895,Section 3,Yes,13-07-2019,13-07-19,12:58:00 PM,Injury,Leg,Fracture ,"Struck by a falling, flying or moving object",42,27-07-19,22-07-19,High
896,Section 5,Yes,15-07-2019,15-07-19,6:00:00 PM,Loss/Damage/Theft,N/A,N/A,"Struck by a falling, flying or moving object",0,,,Low
897,Section 1,Yes,12-07-2019,12-07-19,12:40:00 PM,Utility Damage,N/A,N/A,N/A,0,,26-07-19,Low
898,Section 2,Yes,16-07-2019,16-07-19,2:00:00 PM,Injury,Fingers / Thumbs,Fracture ,"Struck by a falling, flying or moving object",0,,26-07-19,Low
899,Section 3,Yes,18-07-2019,18-07-19,4:15:00 PM,Loss/Damage/Theft,N/A,N/A,Struck against a fixed or stationary object,0,08-08-19,25-07-19,Low
900,Section 5,No,20-07-2019,20-07-19,6:15:00 PM,Loss/Damage/Theft,N/A,N/A,N/A,0,20-07-19,20-07-19,Low
901,Section 5,no,18-07-2019,23-07-19,8:00:00 PM,Loss/Damage/Theft,N/A,N/A,Struck by a moving vehicle,0,05-08-19,05-08-19,Low
902,Section 5,No,23-07-2019,23-07-19,10:45:00 PM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,23-07-19,23-07-19,Low
903,Section 4,No,08-07-2019,17-07-19,2:30:00 PM,Injury,Torso,Bruise / Contusion,Struck against a fixed or stationary object,0,22-07-19,17-07-19,Low
904,Section 4,No,25-07-2019,25-07-19,7:45:00 AM,Loss/Damage/Theft,N/A,N/A,N/A,0,08-08-19,01-08-19,Low
905,Section 3,Yes,29-07-2019,29-07-2019,4:00:00 PM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,12-08-19,05-08-19,Low
906,Section 5,No,28-06-2019,30-07-19,10:35:00 AM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,30-07-19,30-07-19,N/A
907,Section 5,No,04-07-2019,30-07-19,5:05:00 PM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,30-07-19,30-07-19,N/A
908,Section 5,No,08-07-2019,30-07-19,5:00:00 PM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,30-07-19,30-07-19,N/A
909,Section 5,No,15-07-2019,30-07-19,5:30:00 PM,Category 1 / 2 Near Miss,,N/A,N/A,0,30-07-19,30-07-19,N/A
910,Section 5,No,16-07-2019,30-07-19,3:00:00 PM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,30-07-19,30-07-19,N/A
911,Section 5,No,19-07-2019,30-07-19,12:15:00 PM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,30-07-19,30-07-19,N/A
912,Section 5,No,21-07-2019,30-07-19,10:00:00 AM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,30-07-19,30-07-19,N/A
913,Section 5,No,23-07-2019,30-07-19,1:30:00 PM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,30-07-19,30-07-19,N/A
914,Section 5,No,23-07-2019,30-07-19,10:00:00 AM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,30-07-19,30-07-19,N/A
915,Section 5,No,24-07-2019,30-07-19,11:30:00 AM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,30-07-19,30-07-19,N/A
916,Section 5,No,24-07-2019,30-07-19,11:00:00 AM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,30-07-19,30-07-19,N/A
917,Section 5,No,25-07-2019,30-07-19,1:00:00 PM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,30-07-19,30-07-19,N/A
918,Section 5,No,27-07-2019,30-07-19,10:30:00 AM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,30-07-19,30-07-19,N/A
919,Section 4,No,31-07-2019,31-07-19,12:15:00 PM,Loss/Damage/Theft,N/A,N/A,N/A,0,14-08-19,07-08-19,Low
920,Section 5,No,02-08-2019,02-08-19,11:15:00 AM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,02-08-19,,Low
921,Section 5,No,02-08-2019,02-08-19,11:00:00 AM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,02-08-19,,Low
922,Section 5,No,02-08-2019,03-08-2019,2:00:00 PM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,02-08-19,,Low
923,Section 4,Yes,31-07-2019,02-08-19,,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,15-08-19,,High
924,Section 3,No,05-08-2019,05-08-19,1:04:00 PM,Illness,Face,Other,N/A,0,12-08-19,06-08-19,N/A
925,Section 5,No,01-08-2019,01-08-19,11:20:00 AM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,01-08-19,,Low
926,Section 5,No,02-08-2019,02-08-19,8:30:00 AM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,01-08-19,,Low
927,Section 5,No,02-08-2019,02-08-19,12:00:00 PM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,02-08-19,,Low
928,Section 4,Yes,05-08-2019,07-08-19,10:30:00 AM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,19-08-19,14-08-19,High
929,Section 4,No,06-08-2019,06-08-19,12:02:00 PM,,N/A,N/A,N/A,0,,,Low
930,Section 5,No,02-08-2019,02-08-19,7:20:00 AM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,07-08-19,,Low
931,Section 5,No,05-08-2019,05-08-19,1:30:00 PM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,05-08-19,05-08-19,Low
932,Section 5,No,06-08-2019,06-08-19,8:30:00 AM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,06-08-19,06-08-19,Low
933,Section 5,No,06-08-2019,06-08-19,1:35:00 PM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,06-08-19,06-08-19,Low
934,Section 4,No,06-08-2019,06-08-19,4:15:00 PM,Utility Damage,N/A,N/A,N/A,0,20-08-19,12-08-19,Low
935,Section 4,No,05-08-2019,09-08-19,8:30:00 AM,Loss/Damage/Theft,N/A,N/A,N/A,0,19-08-19,16-08-19,Low
936,Section 5,Yes,09-08-2019,09-08-19,4:32:00 PM,Utility Damage,N/A,N/A,Struck against a fixed or stationary object,0,16-08-19,16-08-19,Medium
937,Section 5,No,13-08-2019,13-08-2019,11:40:00 AM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,13-08-19,13-08-19,Low
VOID - CELLS FROZEN,,,,,,,,,,,,,
938,Section 5,No,13-08-2019,13-08-2019,11:00:00 AM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,13-08-19,13-08-19,Low
939,Section 5,No,13-08-2019,13-08-2019,11:20:00 AM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,13-08-19,13-08-19,Low
940,Section 4,No,12-08-2019,12-08-19,11:00:00 AM,Loss/Damage/Theft,N/A,N/A,N/A,0,26-08-19,16-08-19,Low
941,Section 5,No,16-08-2019,16-08-19,11:15:00 AM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,16-08-19,16-08-19,N/A
942,Section 2,Yes,19-08-2019,19-08-19,11:30:00 AM,Category 1 / 2 Near Miss,N/A,N/A,Other,,,02-09-19,High
943,Section 5,No,20-08-2019,22-08-19,9:15:00 PM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,22-08-19,22-08-19,N/A
944,Section 5,No,20-08-2019,22-08-19,10:40:00 AM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,,23-08-19,N/A
945,Section 5,No,20-08-2019,22-08-19,12:05:00 PM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,,23-08-19,N/A
946,Section 5,No,20-08-2019,22-08-19,1:40:00 PM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,,23-08-19,N/A
947,Section 5,Yes,27-08-2019,27-08-19,3:30:00 PM,Loss/Damage/Theft,N/A,N/A,N/A,0,30-08-19,,Medium
948,Section 5,No,29-08-2019,29-08-19,12:45:00 PM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,29-08-19,29-08-19,N/A
949,Section 2,Yes,30-08-2019,30-08-19,2:00:00 PM,Injury,Hand,Bruise / Contusion,Contact with moving machinery / power equipment,0,,,
950,Section 3,Yes,04-09-2019,04-09-19,5:30:00 PM,Injury,Arm,Bruise / Contusion,Contact with moving machinery / power equipment,0,09-09-19,09-09-19,Low
951,Section 4,No,05-09-2019,05-09-19,10:00:00 AM,Loss/Damage/Theft,N/A,N/A,N/A,0,19-09-19,14-09-19,Low
952,Section 5,No,06-09-2019,06-09-19,1:30:00 PM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,07-09-19,07-09-19,N/A
953,Section 4,No,09-09-2019,09-09-19,3:20:00 PM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,09-09-19,09-09-19,N/A
954,Section 5,No,09-09-2019,09-09-19,8:45:00 PM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,09-09-19,09-09-19,N/A
955,Section 4,No,14-09-2019,16-09-19,2:00:00 PM,Loss/Damage/Theft,N/A,N/A,Struck against a fixed or stationary object,0,28-09-19,15-10-19,Low
956,Section 6,Yes,12-09-2019,12-09-19,8:30:00 AM,Injury,Fingers / Thumbs,Abrasion,Contact with moving machinery / power equipment,0,24-09-19,24-09-19,Low
957,Section 1,Yes,16-09-2019,16-09-19,3:00:00 PM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,10-10-19,,Low
958,Section 2,Yes,17-09-2019,17-09-19,8:30:00 AM,Injury,Back / Buttocks,Sprain / Strain ,N/A,0,01-10-19,,Low
959,Section 5,No,09-09-2019,17-09-19,9:00:00 AM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,17-09-19,17-09-19,N/A
960,Section 5,No,13-09-2019,17-09-19,12:30:00 PM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,,17-09-19,N/A
961,Section 5,No,15-09-2019,17-09-19,12:00:00 AM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,,17-09-19,N/A
962,Section 5,No,15-09-2019,17-09-19,12:00:00 AM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,,17-09-19,N/A
963,Section 5,No,17-09-2019,17-09-19,9:00:00 AM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,,17-09-19,N/A
964,Section 5,No,16-09-2019,17-09-19,11:30:00 AM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,,17-09-19,N/A
965,Section 5,No,03-09-2019,18-09-19,7:30:00 AM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,,18-09-19,N/A
966,Section 4,No,17-09-2019,17-09-19,5:45:00 PM,Utility Damage,N/A,N/A,N/A,0,01-10-19,02-10-19,Low
967,Section 5,No,14-09-2019,20-09-19,10:00:00 AM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,,20-09-19,N/A
968,Section 5,No,17-09-2019,20-09-19,7:30:00 AM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,,20-09-19,N/A
969,Section 5,No,17-09-2019,20-09-19,8:30:00 AM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,,20-09-19,N/A
970,Section 5,No,17-09-2019,20-09-19,9:30:00 AM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,,20-09-19,N/A
971,Section 5,No,19-09-2019,20-09-19,1:00:00 PM,Category 1 / 2 Near Miss,N/A,N/A,N/A,0,,20-09-19,N/A
